-1.509428024291992188e-03,7.822513580322265625e-04,-6.290109405560073697e-11,-6.956756114959716797e-04,1.304984092712402344e-03,6.651611067354679108e-03,-1.105040311813354492e-03,-1.859128475189208984e-03,8.659573271870613098e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.078844070434570312e-05,8.672475814819335938e-05,-1.865571586101566481e-11,-1.094937324523925781e-04,-3.579854965209960938e-04,-4.108115099370479584e-04,-1.328289508819580078e-04,-4.087686538696289062e-04,-2.021789550781250000e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.809000968933105469e-04,-7.319450378417968750e-05,-2.772854862387319486e-12,-2.731084823608398438e-04,-5.546808242797851562e-04,4.579429514706134796e-04,1.855194568634033203e-04,-3.817081451416015625e-04,5.870871245861053467e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.334283828735351562e-04,-5.060434341430664062e-05,4.161420166792773045e-11,-2.743601799011230469e-04,3.585219383239746094e-04,-5.257152952253818512e-04,-1.367032527923583984e-04,2.922415733337402344e-04,-1.119878143072128296e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.882978439331054688e-05,4.965662956237792969e-04,3.522761943264285378e-11,7.539987564086914062e-05,7.477998733520507812e-04,-1.354898791760206223e-03,7.957220077514648438e-05,-8.695721626281738281e-04,-1.043260097503662109e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.238719940185546875e-04,2.596080303192138672e-03,4.796571473342226000e-11,3.631114959716796875e-04,3.863751888275146484e-03,1.955828629434108734e-03,1.399040222167968750e-03,1.398324966430664062e-03,1.545006409287452698e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.060864448547363281e-04,1.399171352386474609e-02,1.157215823166524160e-09,1.224929094314575195e-02,1.084499359130859375e-01,2.281164750456809998e-03,1.583173871040344238e-02,8.585292100906372070e-02,1.267380267381668091e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.376152038574218750e-03,6.536841392517089844e-04,-2.802058585160693838e-11,-7.094740867614746094e-04,-2.073764801025390625e-03,-2.703712321817874908e-03,-4.029870033264160156e-04,-1.215815544128417969e-03,-3.765144385397434235e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.533588886260986328e-03,3.031235933303833008e-02,3.239055412773694798e-10,1.015663146972656250e-04,6.867274641990661621e-03,-3.990094788605347276e-03,-8.880496025085449219e-04,1.739996671676635742e-02,-7.514749653637409210e-03,4.807412624359130859e-04,-5.524158477783203125e-04,-1.831124141205009437e-11,4.448294639587402344e-04,4.857778549194335938e-05,6.594369187951087952e-04,2.791285514831542969e-04,4.237294197082519531e-04,7.390617392957210541e-04
-6.332397460937500000e-04,1.585230231285095215e-03,-1.177578479172325387e-09,2.293586730957031250e-03,-5.582436919212341309e-03,-1.989539712667465210e-03,-9.154081344604492188e-04,-4.183053970336914062e-03,-4.455143585801124573e-03,-2.551078796386718750e-04,3.108382225036621094e-04,-4.644196138769984827e-11,-3.359317779541015625e-04,-9.958744049072265625e-04,1.492764800786972046e-03,3.548860549926757812e-04,9.778738021850585938e-04,1.038279850035905838e-03
